imagen,real,prediccion,correcta,caracteres_correctos
GOS-710.jpg,GOS-710,09,False,0
OSG-108.jpg,OSG-108,0,False,0
ZPU-843.jpg,ZPU-843,588,False,0
MXR-540.jpg,MXR-540,,False,0
MLY-150.jpg,MLY-150,09,False,0
DCX-297.jpg,DCX-297,00,False,0
AHZ-328.jpg,AHZ-328,,False,0
ADL-638.jpg,ADL-638,88,False,0
ZQR-219.jpg,ZQR-219,8,False,0
FOV-484.jpg,FOV-484,888,False,0
UNO-496.jpg,UNO-496,000,False,0
ZSV-905.jpg,ZSV-905,0,False,0
QLC-040.jpg,QLC-040,890,False,0
WBR-295.jpg,WBR-295,00,False,0
TCJ-709.jpg,TCJ-709,,False,0
OZF-825.jpg,OZF-825,,False,0
WUE-953.jpg,WUE-953,003,False,0
WAO-143.jpg,WAO-143,008,False,0
CGH-821.jpg,CGH-821,,False,0
YHM-072.jpg,YHM-072,,False,0
VJS-044.jpg,VJS-044,D,False,0
IBQ-762.jpg,IBQ-762,00,False,0
EGZ-139.jpg,EGZ-139,,False,0
YRB-745.jpg,YRB-745,8,False,0
KCS-331.jpg,KCS-331,0,False,0
XHH-964.jpg,XHH-964,,False,0
KKZ-338.jpg,KKZ-338,,False,0
CWD-991.jpg,CWD-991,,False,0
MBY-611.jpg,MBY-611,0,False,0
NWN-858.jpg,NWN-858,00008,False,1
LPT-671.jpg,LPT-671,,False,0
YTY-000.jpg,YTY-000,,False,0
KKC-067.jpg,KKC-067,,False,0
BCP-451.jpg,BCP-451,,False,0
ROS-616.jpg,ROS-616,0,False,0
LXE-895.jpg,LXE-895,,False,0
XNS-758.jpg,XNS-758,88,False,0
XZM-977.jpg,XZM-977,,False,0
KSC-635.jpg,KSC-635,,False,0
DBY-513.jpg,DBY-513,095,False,0
KNY-536.jpg,KNY-536,,False,0
KZV-610.jpg,KZV-610,0,False,0
BEA-537.jpg,BEA-537,,False,0
GOZ-634.jpg,GOZ-634,,False,0
AWR-188.jpg,AWR-188,888,False,0
UGL-526.jpg,UGL-526,000,False,0
ZDL-986.jpg,ZDL-986,0,False,0
LOJ-150.jpg,LOJ-150,99,False,0
NNJ-972.jpg,NNJ-972,000,False,0
OXF-608.jpg,OXF-608,,False,0
FNO-059.jpg,FNO-059,,False,0
TFV-249.jpg,TFV-249,9,False,0
XJD-005.jpg,XJD-005,8,False,0
EMF-409.jpg,EMF-409,9,False,0
OMC-979.jpg,OMC-979,0,False,0
IYT-365.jpg,IYT-365,,False,0
DVN-076.jpg,DVN-076,,False,0
LSN-856.jpg,LSN-856,,False,0
ROF-300.jpg,ROF-300,0,False,0
WUT-308.jpg,WUT-308,08,False,0
GZO-387.jpg,GZO-387,08,False,0
FFV-003.jpg,FFV-003,5,False,0
SVY-740.jpg,SVY-740,9,False,0
PPU-441.jpg,PPU-441,,False,0
QMN-838.jpg,QMN-838,00888,False,1
GHC-587.jpg,GHC-587,08,False,0
PHX-327.jpg,PHX-327,,False,0
STA-835.jpg,STA-835,,False,0
FWG-417.jpg,FWG-417,00,False,0
ERK-819.jpg,ERK-819,9,False,0
KNK-720.jpg,KNK-720,0,False,0
RZG-725.jpg,RZG-725,6,False,0
ESF-442.jpg,ESF-442,,False,0
FFE-648.jpg,FFE-648,88,False,0
GQN-927.jpg,GQN-927,000,False,0
CFX-219.jpg,CFX-219,99,False,0
PJP-658.jpg,PJP-658,8,False,0
THE-230.jpg,THE-230,9,False,0
GPF-863.jpg,GPF-863,000,False,0
GLE-084.jpg,GLE-084,0888,False,0
ELU-724.jpg,ELU-724,3,False,0
FGK-999.jpg,FGK-999,,False,0
HIA-875.jpg,HIA-875,,False,0
